"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff"
"Lowe, Brandon","664040","2024","425","275",0.244,0.252,-0.008000000000000007,0.473,0.482,-0.009000000000000008,0.335,0.343,-0.008000000000000007
"Robert Jr., Luis","673357","2024","425","253",0.224,0.212,0.01200000000000001,0.379,0.367,0.01200000000000001,0.285,0.279,0.00599999999999995
"Pérez, Wenceel","672761","2024","425","300",0.242,0.241,0.0010000000000000009,0.383,0.354,0.029000000000000026,0.299,0.291,0.008000000000000007
"Renfroe, Hunter","592669","2024","424","302",0.229,0.223,0.006000000000000005,0.392,0.362,0.030000000000000027,0.302,0.291,0.01100000000000001
"Haniger, Mitch","571745","2024","423","255",0.208,0.216,-0.008000000000000007,0.334,0.364,-0.02999999999999997,0.277,0.292,-0.014999999999999958
"Tellez, Rowdy","642133","2024","421","299",0.243,0.237,0.006000000000000005,0.392,0.394,-0.0020000000000000018,0.301,0.302,-0.0010000000000000009
"Yoshida, Masataka","807799","2024","421","328",0.28,0.258,0.02200000000000002,0.415,0.394,0.020999999999999963,0.336,0.322,0.014000000000000012
"Moniak, Mickey","666160","2024","418","279",0.219,0.221,-0.0020000000000000018,0.38,0.379,0.0010000000000000009,0.281,0.283,-0.0019999999999999463
"Joe, Connor","656582","2024","416","275",0.228,0.206,0.02200000000000002,0.368,0.308,0.06,0.305,0.277,0.02799999999999997
"Wells, Austin","669224","2024","414","275",0.229,0.242,-0.012999999999999984,0.395,0.429,-0.033999999999999975,0.315,0.339,-0.02400000000000002
"Realmuto, J.T.","592663","2024","413","279",0.266,0.268,-0.0020000000000000018,0.429,0.459,-0.030000000000000027,0.326,0.339,-0.013000000000000012
"Crow-Armstrong, Pete","691718","2024","410","285",0.237,0.223,0.013999999999999985,0.384,0.367,0.017000000000000015,0.289,0.281,0.007999999999999952
"Singleton, Jon","572138","2024","405","247",0.234,0.228,0.006000000000000005,0.386,0.382,0.0040000000000000036,0.312,0.31,0.0020000000000000018
"Nootbaar, Lars","663457","2024","405","273",0.244,0.264,-0.020000000000000018,0.417,0.455,-0.038000000000000034,0.331,0.355,-0.023999999999999966
"Gorman, Nolan","669357","2024","402","216",0.203,0.209,-0.005999999999999978,0.4,0.433,-0.032999999999999974,0.29,0.307,-0.017000000000000015
"Wade Jr., LaMonte","664774","2024","401","245",0.26,0.259,0.0010000000000000009,0.381,0.428,-0.046999999999999986,0.337,0.354,-0.01699999999999996
"Brown, Seth","664913","2024","400","261",0.231,0.232,-0.0010000000000000009,0.379,0.387,-0.008000000000000007,0.289,0.294,-0.0050000000000000044
"Larnach, Trevor","663616","2024","400","268",0.259,0.259,0,0.434,0.458,-0.02400000000000002,0.336,0.345,-0.008999999999999952
"Kepler, Max","596146","2024","399","291",0.253,0.247,0.006000000000000005,0.38,0.381,-0.0010000000000000009,0.298,0.301,-0.0030000000000000027
"Hayes, Ke'Bryan","663647","2024","396","294",0.233,0.244,-0.010999999999999982,0.29,0.327,-0.03700000000000003,0.256,0.279,-0.02300000000000002
"Lee, Korey","686676","2024","394","255",0.21,0.212,-0.0020000000000000018,0.347,0.338,0.008999999999999952,0.257,0.256,0.0010000000000000009
"Hernández, Enrique","571771","2024","393","289",0.229,0.233,-0.0040000000000000036,0.373,0.362,0.01100000000000001,0.285,0.285,0
"Fry, David","681807","2024","392","255",0.263,0.246,0.017000000000000015,0.448,0.394,0.05399999999999999,0.347,0.326,0.020999999999999963
"Espinal, Santiago","669289","2024","391","311",0.246,0.258,-0.01200000000000001,0.356,0.344,0.01200000000000001,0.285,0.288,-0.0030000000000000027
"Naylor, Bo","666310","2024","389","236",0.201,0.196,0.0050000000000000044,0.35,0.326,0.023999999999999966,0.269,0.26,0.009000000000000008
"Benson, Will","666181","2024","388","192",0.187,0.18,0.007000000000000006,0.376,0.333,0.04299999999999998,0.285,0.268,0.01699999999999996
"Perdomo, Geraldo","672695","2024","388","291",0.273,0.231,0.04200000000000001,0.374,0.314,0.06,0.317,0.281,0.035999999999999976
"Buxton, Byron","621439","2024","388","258",0.279,0.264,0.015000000000000013,0.524,0.502,0.02200000000000002,0.366,0.353,0.013000000000000012
"Gonzales, Nick","693304","2024","387","290",0.27,0.27,0,0.398,0.407,-0.008999999999999952,0.307,0.317,-0.010000000000000009
"Lowe, Josh","666139","2024","387","232",0.241,0.228,0.012999999999999984,0.391,0.388,0.0030000000000000027,0.299,0.295,0.0040000000000000036
"Kirk, Alejandro","672386","2024","386","298",0.253,0.257,-0.0040000000000000036,0.359,0.392,-0.03300000000000003,0.297,0.324,-0.027000000000000024
"Freeman, Tyler","671289","2024","383","283",0.209,0.236,-0.026999999999999996,0.321,0.338,-0.017000000000000015,0.283,0.302,-0.019000000000000017
"Fraley, Jake","641584","2024","382","283",0.277,0.245,0.03200000000000003,0.386,0.323,0.063,0.314,0.285,0.029000000000000026
"Torkelson, Spencer","679529","2024","381","238",0.219,0.209,0.010000000000000009,0.374,0.351,0.02300000000000002,0.295,0.283,0.01200000000000001
"Horwitz, Spencer","687462","2024","381","262",0.265,0.254,0.01100000000000001,0.433,0.419,0.014000000000000012,0.344,0.338,0.00599999999999995
"Estrada, Thairo","642731","2024","381","290",0.217,0.226,-0.009000000000000008,0.343,0.338,0.0050000000000000044,0.256,0.263,-0.007000000000000006
"Rizzo, Anthony","519203","2024","375","274",0.228,0.24,-0.011999999999999983,0.335,0.34,-0.0050000000000000044,0.285,0.297,-0.01200000000000001
"Marte, Starling","516782","2024","370","259",0.269,0.287,-0.01799999999999996,0.388,0.425,-0.03699999999999998,0.313,0.337,-0.02400000000000002
"Sosa, Lenyn","672820","2024","369","277",0.254,0.278,-0.02400000000000002,0.359,0.419,-0.06,0.28,0.316,-0.035999999999999976
"Fermin, Freddy","666023","2024","368","277",0.271,0.244,0.027000000000000024,0.366,0.334,0.03199999999999997,0.3,0.279,0.020999999999999963
"Correa, Carlos","621043","2024","367","262",0.31,0.274,0.035999999999999976,0.517,0.451,0.066,0.385,0.355,0.030000000000000027
"Toro, Abraham","647351","2024","364","277",0.24,0.245,-0.0050000000000000044,0.35,0.365,-0.015000000000000013,0.283,0.291,-0.008000000000000007
"Rojas, Johan","679032","2024","363","277",0.243,0.225,0.017999999999999988,0.322,0.292,0.030000000000000027,0.265,0.25,0.015000000000000013
"Amaya, Miguel","665804","2024","363","274",0.232,0.251,-0.01899999999999999,0.357,0.371,-0.014000000000000012,0.283,0.3,-0.017000000000000015
"DeLuca, Jonny","676356","2024","362","257",0.217,0.23,-0.013000000000000012,0.331,0.318,0.013000000000000012,0.269,0.272,-0.0030000000000000027
"Drury, Brandon","592273","2024","360","247",0.169,0.202,-0.033,0.228,0.287,-0.05899999999999997,0.217,0.259,-0.04200000000000001
"Contreras, Willson","575929","2024","358","205",0.262,0.258,0.0040000000000000036,0.468,0.455,0.013000000000000012,0.37,0.365,0.0050000000000000044
"Massey, Michael","686681","2024","356","282",0.259,0.258,0.0010000000000000009,0.449,0.414,0.03500000000000003,0.317,0.309,0.008000000000000007
"Brennan, Will","686823","2024","353","283",0.264,0.269,-0.0050000000000000044,0.388,0.374,0.014000000000000012,0.303,0.302,0.0010000000000000009
"Díaz, Elias","553869","2024","351","258",0.265,0.242,0.02300000000000002,0.382,0.343,0.03899999999999998,0.303,0.28,0.022999999999999965
"Moreno, Gabriel","672515","2024","351","256",0.266,0.255,0.01100000000000001,0.38,0.384,-0.0040000000000000036,0.325,0.325,0
"Tauchman, Mike","643565","2024","350","229",0.248,0.242,0.006000000000000005,0.366,0.38,-0.014000000000000012,0.325,0.33,-0.0050000000000000044
"Jiménez, Eloy","650391","2024","349","255",0.238,0.248,-0.010000000000000009,0.336,0.382,-0.045999999999999985,0.276,0.3,-0.023999999999999966
"Cave, Jake","595909","2024","346","229",0.251,0.233,0.017999999999999988,0.396,0.357,0.039000000000000035,0.295,0.277,0.01799999999999996
"Bauers, Jake","641343","2024","346","184",0.199,0.201,-0.0020000000000000018,0.361,0.379,-0.018000000000000016,0.294,0.302,-0.008000000000000007
"Rosario, Amed","642708","2024","346","260",0.28,0.25,0.030000000000000027,0.38,0.359,0.02100000000000002,0.299,0.28,0.01899999999999996
"Taylor, Tyrone","621438","2024","345","241",0.248,0.249,-0.0010000000000000009,0.401,0.389,0.01200000000000001,0.304,0.301,0.0030000000000000027
"Margot, Manuel","622534","2024","343","265",0.238,0.261,-0.02300000000000002,0.337,0.379,-0.04199999999999998,0.276,0.308,-0.03199999999999997
"Alvarez, Francisco","682626","2024","342","224",0.237,0.22,0.016999999999999987,0.403,0.358,0.04500000000000004,0.31,0.289,0.02100000000000002
"Fitzgerald, Tyler","666149","2024","341","207",0.28,0.227,0.05300000000000002,0.497,0.378,0.119,0.357,0.292,0.065
"Friedl, TJ","670770","2024","341","251",0.226,0.228,-0.0020000000000000018,0.38,0.318,0.062,0.305,0.292,0.013000000000000012
"d'Arnaud, Travis","518595","2024","341","222",0.238,0.236,0.0020000000000000018,0.436,0.434,0.0020000000000000018,0.319,0.322,-0.0030000000000000027
"Tucker, Kyle","663656","2024","339","225",0.289,0.279,0.009999999999999953,0.585,0.536,0.04899999999999993,0.419,0.4,0.01899999999999996
